title,link
"Muere a los 40 años Germán Torres, el panadero que introdujo el pan de masa madre en Argentina",https://news.google.com/read/CBMipAFBVV95cUxQRzhmcnFaZFFMTG5QZ2xLbVBPd3B6d3NxZzdDVXBtLWZjQW5LcHp3OWFQV1VNR1pIZ2ltMm5XUjVoT2xuaHFyNUtwRVNEU2ZhODFqMDdTRjF4MUdpQUlMV0RVaWxzeENKbklJUnBrck43X1lfWW1JeHlZcERkRGdZRkJBYklud1htSHZQa3JockNleG51R2VFcFliRVBCRVd3SU40T9IBpAFBVV95cUxNSXgwLU50dHdQOXR6N3ZxblJ5VzNqVmZkNUhMV2RTOWJRYkxjZnlKNzdHOWstU0djVU5hOEYzaENJcXBpU3lfa1FoWFh1am1xZFFWcVNiRnRrTkJWVGdEakQtdTJqMXJZTVlQME84RVhqRUlRajd4UXJEUk92aHJQN1NDcHBHYl8wcUhkV3BCY2FOa19oTHFUOVhOQlQyREs1NkdxQQ?hl=es&gl=ES&ceid=ES%3Aes
Halladas en Asia las momias más antiguas del mundo,https://news.google.com/read/CBMimAFBVV95cUxOMl8yWGczaGRxZ2swbTFHNGhDaHV5bEVqWDluR0lGMFhFVEFFSkItSjdTOERsZ0duWnlsemFXZ1V4RUFNMzI5UzhsOUhIa2Y1QUtSUmp6U24wUUpFeHBFWnFUUzJpM1pid1ptalhLemw5aWoteEplTUJlWTc0Mkk0QTdqT0VYR2pqRk90ZEdFajc3TEpVMG5QUg?hl=es&gl=ES&ceid=ES%3Aes
DIRECTO | ¿Por dónde va la Flotilla a Gaza? La GSF denuncia que Israel usó bases de la UE para atacar sus barc,https://news.google.com/read/CBMivgFBVV95cUxQZGtTUmJKVFV1dm9vQk9MQURjRzROS2RFV0dsbmY1Q2FrYmJPLTdVX1QzRlVHOEV1MW5NWVJKM3dhQlRseGtYNV9iYk9LSlJtQjZybFVCUURvUWxFRW5VS0NpeVUtaGlMSWFlaUZyTno5WF8xdmZ2bGZIOEkwNmhMcThCNWpiLTVkWEN1YUQ1VVNDaVVJeXhhMlVrNVZBclBTQS1WWmtMdDVCSmM3S2puNF9ONW1UQ25uWUhKcWRB0gG-AUFVX3lxTE5jUktmU0tGcWo3QkNpNXpNTGQ1R3VYYWoxUTRIR3J5ejBKb0lOWV9vOFFCRTFGb3lqY1NzV0RZbEs3ajlUcEU1ZDFwbEpVMlBtRlRjMFZoUFp4cllrbU1VMTlIR1JaMEJELWE0ZUtIN1RDQVZ1M2xwbHZxZi1FdTc0dTlkZElMTDJyZkpqZUF6WnJndjlsZGs2YW5Sb3FxdEFFV0E1WmMtbWkwX2k2ODY1dW93Wi1RWUExdkFKMnc?hl=es&gl=ES&ceid=ES%3Aes
"Italia: un hombre se arrojó de un cuarto piso para quitarse la vida, cayó sobre una vecina de 83 años y la mató",https://news.google.com/read/CBMi4wFBVV95cUxQX29uNXlVbGNmLXdpdUFaY1VRTUdaYXV5dkFhRjRXVEFLNVRsNVdldTlQNmtlaDR5d1Zub2xsWDgxQTRoZUtMU0NDLWIzelB6ajRUSnRybHZPei1ieTRzeWlkcTlVcndXTzBUSVU1aENNaV9NSURLdW1RRVlLSDFYR0dVNkNjbGhwaEVaMkVmeC1TT2JRcGNFU29GSTNmWnQzaEVkVEU5Nl8waXV0ai15ZHFtS2p6TU5Vd01RZHJiNl9GMGJRa29XUmJHM1JGZ3pfSmwtc1JTNVdlTEJMYXNmeHRYOA?hl=es&gl=ES&ceid=ES%3Aes
El régimen cubano usa a 60.000 presos para trabajos forzados en habanos y carbón,https://news.google.com/read/CBMiswFBVV95cUxQU3ZtN1JRb1cwdDVrZVc4WTcyczIyNEJHandYaEhycTZJMF9ZS0pHUVE5Q0xPUkprbHktcndOLUZFWkdzTjczRDlBVm14TmlzQ2xnb2ctQmNNMW80cl8yMk1tQ3dzTGM3ckFuUlF2Zmk1ZUxVOUlYQVg3bDduTWE5TXJ2eEJ6Wl8xWWF3LW9iZ3lEbjJWN1p0c3RONzQ2ZklqN2oxSUdSUHNVVVZIbXJXSTJCTdIBuAFBVV95cUxPeDNZLTZPR01NVFBvQV8tdkRfZ2pOMFdCVlBMY3l6ZGttclE5b05JTkFJb0lfWHk5c2FzMWFBTzAxbEZVN1czbk80MXhmVHNfS1RiNWFMQUk4azNxdmNORG0yeXhtWlg3aVI3VTcyNTItOS1ENVZrclRHa1pvWXJnMm84d0Z1dEtPZ0FKT0ZTOVo5LXV6Q3BWVW5pWlVZVHh2TmQ2OW0xZEZjVkZtUURQT2l6c2V4TmFS?hl=es&gl=ES&ceid=ES%3Aes
Rusia regenta una red de centros para el entrenamiento militar y la reeducación de miles de niños ucranios,https://news.google.com/read/CBMi6wFBVV95cUxOMXo5UFhLeVIxRlN0aXdXM3A0WjNxWHVXUjBLTFFySUQ5ZmF3ZDc3RDhLVHV3a2NYa1dtQTMwTnJ3cXlSR0JIRHExZkNGM2t0RFdVNTVSUExJeGJFeFNoQmlVX0xTYllEbEpxeXRPeUtnTENyUVMwR2U0ci1waERnZmt2RTVqekRBd0h0cm1fdmM2c3dXdHlscXFScllfa0pzUzRHamJpLVpHWFFURF9NU0liMG10ZXBpNXpoVUVHV2lFZmxpekV0VmxHRVZnaVdNRDQyQUY1X19nTHlnUExkWGJrSncwNUtXYlVj0gH_AUFVX3lxTFBBOThLbVdsSDM3bEQ1b0VMRDRoVnh6SDRPWm5LVnRfeDFZbUxrTk5uQ1BUa3VpVkVZMmFEV0ktUVZpWjZzWVphbWRhcV9lcllFR1RoRTVaWjJmcTRMNVkxUWsxMWpyUXp4X29QcUJuS29aRkpIX1pGQ0hjMHQ0NkVraXFNRDBoWFJMMkduN3Q0UTlxZl9UNi1sYnZycnI2NXVhTVVEZnNaTXpzTlp4ZklMUTlHazRyNXZEa1M5Q1BIMktzVHRtVFRtVmthOW5IR1JDTHVzZVd1VE9ZRE1yYVBCVWMzT1RtNFVPNk14YTQ5UWpfZThZZWFpc0NSVmd4Zw?hl=es&gl=ES&ceid=ES%3Aes
Da presidenta Claudia Sheinbaum grito histórico de Independencia,https://news.google.com/read/CBMiqwFBVV95cUxPak5vdjBPVzlKOXIwb0hhX0FFOGxBVmFjVjNaSHRkYkkwUnBNeUtpQTNNYnV2MUxtSW5SeE5fN3N3Z0JoVXBONFo3Y2RqUkZHRkNvc3VSWVJqRzhPQ19wM19TdHlIZ1RPd1o3VUZTcElQdFV1UzA5SFVLOHJjSzltRWhiY1BaV0NWcTJGLWhxN0RqYkVpQndaWWFyWml1cHlBalh2ZUR3TXI0eFk?hl=es&gl=ES&ceid=ES%3Aes
EE.UU. descertifica a Colombia como aliado contra las drogas,https://news.google.com/read/CBMimAFBVV95cUxQRzVjTlhOQmFjWGxtYkYtUy0zSTVIUTJ3Wm9PQ2VScHBxa05Ib2RBOHRZUDRTYTc5b0NDNjVXbjdZU3p1MGJ4UmNBNkV6X0hRb3l5ZTZrNWlPZGFsVm94a28xdVZmMkZ0Yy1CV0YwTUpZMV9sbVBZOU5HMlBkQlVDR2ljVG5UY3FkdmQyVTlOaGpmeVdhQUZRLdIBmAFBVV95cUxOOHZBTzN0QVo4M1AzdjRoSS1uSVRDUG05Ym91MUZ1N3VXSWVYWWJMNXdBd3lBdWp6VnNmamlmZkN3ajBFV3VqZUZJRWlrejJ4cjk4UGI1OVkxWFBTNDZLS0F6eG5BdEQwZHRxdFJWZ29aVHFZMkhHbGtCWmVjdEt2MmdiSkNDZjB1WlprSFQ5elZHSUNLVkFjeg?hl=es&gl=ES&ceid=ES%3Aes
Israel paga una campaña millonaria de anuncios en Google para negar la hambruna en Gaza,https://news.google.com/read/CBMiuwFBVV95cUxPUE43bXY1SWJ0T0FkZ0xlYXFhWjcxWmhDQmdtWWtFMWlmLUJhTnZzMndNTWNZaTJPMmR0eE1namZXWHZCNmI1YmFpQjVhM3F4OHhIS3I4aXF5dThpbUZoXzdQdTB0dnlmaEw3cW9EMUdWX0FETVotRDFmaDRuX1NwMnh3d0Q0OTJvdk9MbS04VHJhd2prYmN3bjZ6bkJhUFAzb3JOYnRvaXFCdUZ6VWxrZUhielJFamc3cGEw0gG7AUFVX3lxTE96QVlBVzB4SHNwdno1UVFxN1hLUDNXNWFHQWhLQ3VQUWI2VTBoOWZrYkgyajNXT1F1S2FWMkd5NDFEcF9rNXhUT19GaXdIUDJZOXNtTktpeU1IOW9TOC1mT3pHWmFYX24zN2JmV2pNMEhJZUc2SUs1OVlmMXY2STRRZFNpbzRBS0xoUGNEdWFjaUYyc1JuVHVfOXJsMTRrdGR2NzdnTTZOcjlwWkFQa0Z2cGRoSzdNbkhGQVk?hl=es&gl=ES&ceid=ES%3Aes
Pyongyang: condición de potencia nuclear es irreversible,https://news.google.com/read/CBMimAFBVV95cUxOdERMejJuczVfMm5uYS02R2hLQk1odUdhb1p4YktoTy12bjAwQzRrOW9JSHRBbmNwbjlIRVNMTzNDZl9LQ0NUeHR4a2hfcGtjRzJQRnczR0tUOGlVVkRJTzg3ZWw3Qk53aURySllnY096a3pteUJINHJqRFM5VElzaGIzWE1ZWmdYbllWbXdnd1ZFS2IxRXVsRtIBmAFBVV95cUxPaFhzZ0hCS2RyNEhBSGh2ZzJjQVlnZEFOSFhhZlhDN1VTckt5V05Jb2wxTWt3N0d0WHZfNDlickIwbXVqXzczejRSU2FYY3dBbEFRUlFkYnFuUUV5UFBoY3dzRmIzS1kyb3JSRWpBS1k0UEJER2ItM21mRFhFNW5hUU9ER3VzVm9Ia2ROd0ExOWY2aUFpdFJRSQ?hl=es&gl=ES&ceid=ES%3Aes
"La conexión de Marius Borg, hijo de Mette-Marit, con un terrorista y narcotraficante condenado a 30 años de cárcel",https://news.google.com/read/CBMigAFBVV95cUxQN0pHdzdRMDZUTHdONnNrRC1URkFDZ3BOQXZJZ3d4ZFUxRGVaWUd1QmNnSHRhZHZkd3JTakhtQ1YwNmRDYklSbG1PU0FlYldhZlVjT0ctR2J0WEQxU3E4NEhGUC1PTW9zZ2FFY1lsaUlYdlJfR2dlZ0FoeURGaVh4ddIBgAFBVV95cUxQaTB2aDE3ZFVDd1NrYWhjaWFlRGkxdVdqQWR1ZEZGdXlQc1MwNGQ1YVlCa0k3S3cwWFBHTHhzX05EQk1rbWtoeHQ2dDlpMzBTaGlQMXJtOGlZckFfbFh1bTBrMTgwcnR4ZlpjMWM3STZ0M1JnbzFoMk5CZGVjSV93SA?hl=es&gl=ES&ceid=ES%3Aes
Muere la 'influencer' Marian Izaguirre tras varios días en estado crítico,https://news.google.com/read/CBMinwFBVV95cUxPMkwyajMybm8tTnU3WXFTUFVVeU9icFRrQmtOZS15cjVJdTFnTnQtVjFBZGZ1elEtTWdTR3lfUFRwbWVQSUtHTjNwYnlVUzJzbFl6d01nTTh6NURCenVsbGs2YTN1RVNqeXo4eDd0TjNZcFdDRk90RDNCc09IWDVwRVg3NXRxNVJQcmNxMEN4Z0d4cVhYYU8zSHY3UFlSRkXSAaQBQVVfeXFMTVlpQ01rXzRUWHQ0Tm9SZUNzLXBrakgyT1R4SzFQTjdGUjNVWlVST05tSnpva0dnRnZEaGpIU19DR0tNMVY4MUF6OEo3NWc2N1lFdjRvZVo0WHNvamY3eDV3YXc2VEFLNlhPaTZGY0F1aERFVHhQU0FSMk9KY1hQVk9PWTBVSlBOSnBnN2dDUlItU2NnUjNWQ1k3eDE5Q3NGTURHM0w?hl=es&gl=ES&ceid=ES%3Aes
Corea del Norte amplía las condenas de pena de muerte al consumo de películas e información extranjeras,https://news.google.com/read/CBMi5AFBVV95cUxObUl2LXpMeFppdHdOV3hEUVg2c3JSdUo0MEdNVm8tZkhRUm1lVGtxcmExOW5EbEdPdnBWcXI4YnBDZDVub2Uwc0lKejYxalpiWUpQSmdMRlZRUzNXX2VZU3pXMFBONWh5V1Q4elNSZlQ0T29Fd0VIWWJ4NnY3a1hpYWgyWXl2SWJEdWpTTExqT0N5SDZMb2ZvTVJGNFM4Wkd5NzRwd0JUMFRDb2NtMGNlRTZSRHg5bUZrZW1UaVJObEFuRnpDZXBHU2ctcFNfc2Y1SllmNUVOb2NvS1BnbUt0Zjh2YkfSAfgBQVVfeXFMTTVoTXRITFhhMkdwZUFoVWNvVGY1bkFEbjFCTXpkdXRNREctbm9GVFJlRVdBVGlCSFlfeGplZkFkb3JuWkZ1VFZTSTlUd1V3RTlHT2R6M0cycDBOSTZlZlVDX3hQMXhWOXRZVldqUnZyVUk5WHdkTFNubzF3cFBvVWE4V2lLX1F5b1l3aFNHTDZabzY5bDRZQzRpZFRvWW55Q2hDZXFjdzZrT1p2Tk8zVUdaU01tR1UxLTc4NlV6djBJMkZsLWVRZUdZcW1PQlZRYXUyU0ZkRk5CODlyZHZpUjdmblFZR1N2bWNhcnl1MVFocHZmSFFJLXQ?hl=es&gl=ES&ceid=ES%3Aes
Violencia y varas de medir,https://news.google.com/read/CBMifEFVX3lxTFBaY2hQNEQ3bWpWSW0xaWpMajRLTlFYT2E4MVhkcGM5MWtnZk1McWF2dEtTWVhRenItVkdpSHpNejQySTFiVEF3cnJRUmNIemNfaEVEVjFqNlZDbTd2OVUwWHVDdUZqM0NnVDBpaHBYOTc0TTE1Rmd4bmJNcTk?hl=es&gl=ES&ceid=ES%3Aes
Un estudio científico afirma que el incremento de las olas de calor es atribuible a 14 responsables,https://news.google.com/read/CBMikAJBVV95cUxPcWtxSVJkVWRjRnVMNDloUjJaM1pYVm9uU24zaXd4NjhGVFVzVEttdWdVNV9rS1lVeWkydEpFSEhQSEtmdVVkVGJHR1ozMzIxS1h4eFZmdllvN0NGNnlFQ3htU0lZRE5nOVVCS3dUVDh6Yl9NU2EyWC11UTZZRUNkNmxranQyUWNhdTI1bE5lQmhseENLU21SUEN4LXJwRFRYaE9OZGV4Ti1lYmlBZjFfUU52b2hmdXE4cnMzc3U5aXI4ejhSQXlaa3JraDNESFlING1sMFpBX3FKd1RmMHlRQ1FIcl85NmxNYXZOUEFycGdHWFFVV0NvNmJ2djJMa1FQYkZjU1lCeUpMRmhoTnl0eg?hl=es&gl=ES&ceid=ES%3Aes
La guerra de las fotos orbitales: satélites chinos y estadounidenses fotografiándose mutuamente en órbita - Eureka,https://news.google.com/read/CBMi4AFBVV95cUxQUkxUYTFXbnlNdXZlWTFXWXEwSzc4VGY4ekNaSjBHMXlIZzl5a0xFQUZhbjBvQmxETlpEM2FRMEFfTWlJd0F1V0FFQ1RPOW5uam9ZcG4wSEROM1RGTHVXV3V2TUFBbEFfM0dNcFFNVHRIRnVkUTcxMVMwMG9ueUdjRjB0V3NrWHFpcV9VR2p3dm8wdWk4ZUtfYUp6UjVtUnAtVWZlZUNoenNoWXBZanFhVV9LdnR1Ui1BbFJwUWV4c18yM3puQjNhU1NZaGItZHB5VEV3VGxPVzBWZWM0b1VuVA?hl=es&gl=ES&ceid=ES%3Aes
El PP fuerza en la comisión mixta para la UE una enmienda que puede impedir a Zapatero entrar en EE.UU.,https://news.google.com/read/CBMirAFBVV95cUxOQ1Bac2NFQ0NFX2M2NlVSVmY2MFhzUm9TVHVQWlBnLUE1dDl6X2hsX2doVzdMQ2QwZWwya3MxTVQxNkVaZDJ6bkxsZjg0czItRUVKa1dQNnA2R0RER0hCUWF2QzJpdkhIR0EzdTdRR0U2bTJseVAzY2JTcXlXczJwNndxcFhQUVlJZGE3VWFUNThVUmQtbVlpS2FwYndrMlZxbFFaNDIxTU53RW5E?hl=es&gl=ES&ceid=ES%3Aes
"El dolor y la angustia de Ada Morales, a 35 años de la muerte de María Soledad: “A mi hija la mataron dos veces, no les importó nada”",https://news.google.com/read/CBMigwJBVV95cUxOTS1WQU9Qb2o5VHlwZ0d4SnV4LW42U0xETUFYY3VGcnIxcXFwVkI4VC1GeVM5SXFWQ2FINUVMNDdDV0U3Q1ZwNy1TNl9xdnlob1g5Z2pXYW9yOUxfYnpxQ1Nfb0JrSVE5dEo4bzBfNUNqU1RNMmJoX3R3dnJvd24zcFRXVW5KYk5ERXc5UzVUcW5DejRjdm9TU0JNM3g3blpvSndDcm10cVQ3RndVTlhFME40VzFkS0xwYXRnU2NCdlV4TEctcXlEWVBLTlhFXy16TkxtTVpHMjQyamZFWElPUWQ2YmpiX2lhSUZXbHlEMm5SMEw1MkZQejBpTUEySTI2NkhR0gGeAkFVX3lxTFB4NFY2RkFoRVhoaXBjNUxTeWRtSDNiR2NCcFladXU5Z3ROc1c2QU0wRWRKU0RYTUxlaEdad1ZoUWNZYk50YjF3bGJEdG93cUFmNHpHbnJ1NExsMDhpSWZacVJCbTlGT21TWllDX0RKN2s0ems4RzdEU25JamNnaVRCM0hyYkN6RGhMZ2p6TXFJSFdzSFVZbDhaejlrMzc5U1hlYmxsQzJrOV9SaUMwVW1IX1RyaWdRNXVaM3hQeW9fbkd2QTNaeWxyaWd3TUNYZF9rckZOdUNab0dCZ3BxX1JNS2J1dGh2STE1LVVOT3ZmUWZ5ZGx2YnJSWkMtWHgxT05YVEczcG5NeTFoVktoV3V2V3NydWJDZENVNXBTNWc?hl=es&gl=ES&ceid=ES%3Aes
Al menos cinco aviones F-35 de EE.UU. arriban a Puerto Rico,https://news.google.com/read/CBMilAFBVV95cUxNS1NLLTNob3Y5aVJ6Q05Uc1Q0cndxaHZBd2VMS2E0a25tSnlSVm5uM0ZVRUZZQjlpNFRfaXRaMWUtNkdGUDlTX2RGS0V1WWpCYkNvclhvLVRZRzJnQzhITVhXVm9XMk9EYzNnMmQxbTFnSTRGSjZyMDhLYTVGU0R2RmhuVnpNVDVPanpxM0lSZE1OdTFr0gGUAUFVX3lxTFB0N0ZDcU1BLU1mWGRzSklSSE9reDRBaDcxdUVyeWVWQ2p0MmNTaVExSVdWdmQ3NWhncW80UlJNbk51c21VeXhaNEFBdU8tQU5qMHhfZWRBSFFnVEdxTEtkam1mNXFCWDk5QVJkQmRpbDFuVXVFcUVjQXA0bWh3T2dlX2tHeTlLVXBEdXhYeVBCMlltSzc?hl=es&gl=ES&ceid=ES%3Aes
